Date,Description,Original Description,Category,Amount,Status
2025-02-27,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2025-02-27,"VENMO  *Evgeny Eustace   Visa Direct  NY","VENMO  *Evgeny Eustace   Visa Direct  NY",Category Pending,-10.00,Posted
2025-02-26,"CHRIS VIETH SNAP ON TOO  THRONTON     CO","CHRIS VIETH SNAP ON TOO  THRONTON     CO",Category Pending,-14.11,Posted
2025-02-26,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,717.92,Posted
2025-02-25,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-110.91,Posted
2025-02-25,"SQ *RED STAR VAPOR-LONG  Longmont     CO","SQ *RED STAR VAPOR-LONG  Longmont     CO",Category Pending,-99.98,Posted
2025-02-25,"DAIRY QUEEN #13393       LONGMONT     CO","DAIRY QUEEN #13393       LONGMONT     CO",Category Pending,-22.05,Posted
2025-02-25,"AMAZON MKTPL*A43CU1C03   Amzn.com/billWA","AMAZON MKTPL*A43CU1C03   Amzn.com/billWA",Category Pending,-21.50,Posted
2025-02-24,"BLITZ PAINTBALL          DACONO       CO","BLITZ PAINTBALL          DACONO       CO",Category Pending,-92.86,Posted
2025-02-24,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-55.10,Posted
2025-02-24,"CPP*BIG BEAR ICE ARENA   DENVER       CO","CPP*BIG BEAR ICE ARENA   DENVER       CO",Category Pending,-44.00,Posted
2025-02-24,"Zelle: Levi Wiegand","Zelle: Levi Wiegand",Category Pending,-40.00,Posted
2025-02-24,"CPP*BIG BEAR ICE ARENA   DENVER       CO","CPP*BIG BEAR ICE ARENA   DENVER       CO",Category Pending,-22.00,Posted
2025-02-24,"CPP*BIG BEAR ICE ARENA   DENVER       CO","CPP*BIG BEAR ICE ARENA   DENVER       CO",Category Pending,-22.00,Posted
2025-02-24,"SONIC DRIVE IN #6674     ERIE         CO","SONIC DRIVE IN #6674     ERIE         CO",Category Pending,-12.77,Posted
2025-02-24,"SONIC DRIVE IN #6674     ERIE         CO","SONIC DRIVE IN #6674     ERIE         CO",Category Pending,-10.94,Posted
2025-02-21,"EFT                      Thornton     CO","EFT                      Thornton     CO",Category Pending,-58.00,Posted
2025-02-21,"PUREHOCKEY221WESTMINST   WESTMINSTER  CO","PUREHOCKEY221WESTMINST   WESTMINSTER  CO",Category Pending,-44.23,Posted
2025-02-21,"RAISING CANES 0489       THORNTON     CO","RAISING CANES 0489       THORNTON     CO",Category Pending,-37.67,Posted
2025-02-21,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2025-02-20,"INTEREST PAID","INTEREST PAID",Category Pending,0.03,Posted
2025-02-20,"DONALD BAXTER MATCO      720-205-3357 CO","DONALD BAXTER MATCO      720-205-3357 CO",Category Pending,-80.00,Posted
2025-02-20,"CPP*BIG BEAR ICE ARENA   DENVER       CO","CPP*BIG BEAR ICE ARENA   DENVER       CO",Category Pending,-44.00,Posted
2025-02-20,"SONIC DRIVE IN #5255     DENVER       CO","SONIC DRIVE IN #5255     DENVER       CO",Category Pending,-43.54,Posted
2025-02-19,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-65.29,Posted
2025-02-19,"WENDY'S - 8063           FIRESTONE    CO","WENDY'S - 8063           FIRESTONE    CO",Category Pending,-15.10,Posted
2025-02-19,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,813.89,Posted
2025-02-18,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-60.07,Posted
2025-02-18,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2025-02-18,"AUTOZONE  6298           BROOMFILED   CO","AUTOZONE  6298           BROOMFILED   CO",Category Pending,-34.05,Posted
2025-02-18,"ADM/SHOP DENVER MUSEUM   DENVER       CO","ADM/SHOP DENVER MUSEUM   DENVER       CO",Category Pending,-28.00,Posted
2025-02-18,"SONIC DRIVE IN #6674     ERIE         CO","SONIC DRIVE IN #6674     ERIE         CO",Category Pending,-17.07,Posted
2025-02-18,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2025-02-18,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-11.31,Posted
2025-02-18,"KING SOOPERS #0118       BROOMFIELD   CO","KING SOOPERS #0118       BROOMFIELD   CO",Category Pending,-9.50,Posted
2025-02-14,"MICHAELS S               THORNTON     CO","MICHAELS S               THORNTON     CO",Category Pending,-68.06,Posted
2025-02-14,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.92,Posted
2025-02-14,"SONIC DRIVE IN #5255     DENVER       CO","SONIC DRIVE IN #5255     DENVER       CO",Category Pending,-13.72,Posted
2025-02-14,"Amazon Prime*9I5RI2LP3   Amzn.com/billWA","Amazon Prime*9I5RI2LP3   Amzn.com/billWA",Category Pending,-7.97,Posted
2025-02-13,"AMAZON.COM               SEATTLE      WA","AMAZON.COM               SEATTLE      WA",Category Pending,-242.49,Posted
2025-02-13,"AMAZON MKTPL*NR3RM20B3   Amzn.com/billWA","AMAZON MKTPL*NR3RM20B3   Amzn.com/billWA",Category Pending,-69.88,Posted
2025-02-13,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-62.59,Posted
2025-02-13,"DONALD BAXTER MATCO      BRIGHTON     CO","DONALD BAXTER MATCO      BRIGHTON     CO",Category Pending,-50.00,Posted
2025-02-13,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2025-02-13,"AUTOZONE  3435           FIRESTONE    CO","AUTOZONE  3435           FIRESTONE    CO",Category Pending,-48.97,Posted
2025-02-13,"AUTOZONE  6298           BROOMFILED   CO","AUTOZONE  6298           BROOMFILED   CO",Category Pending,-19.46,Posted
2025-02-13,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2025-02-13,"MCDONALD'S F26595        FREDERICK    CO","MCDONALD'S F26595        FREDERICK    CO",Category Pending,-13.81,Posted
2025-02-12,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2025-02-12,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,825.88,Posted
2025-02-11,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.00,Posted
2025-02-11,"SQ *RED STAR VAPOR-LONG  Longmont     CO","SQ *RED STAR VAPOR-LONG  Longmont     CO",Category Pending,-29.34,Posted
2025-02-11,"SONIC DRIVE IN #5255     DENVER       CO","SONIC DRIVE IN #5255     DENVER       CO",Category Pending,-12.75,Posted
2025-02-10,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-100.00,Posted
2025-02-10,"CAPITAL ONE      MOBILE PMT ***********A086","CAPITAL ONE      MOBILE PMT ***********A086",Category Pending,-100.00,Posted
2025-02-10,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-65.11,Posted
2025-02-10,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-64.61,Posted
2025-02-10,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-20.00,Posted
2025-02-10,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-17.00,Posted
2025-02-10,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2025-02-07,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-90.00,Posted
2025-02-07,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-80.00,Posted
2025-02-06,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-25.00,Posted
2025-02-06,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-12.00,Posted
2025-02-05,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,846.93,Posted
2025-02-04,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-64.10,Posted
2025-02-04,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2025-02-04,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,63.52,Posted
2025-02-03,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-500.00,Posted
2025-02-03,"Zelle: Clayton","Zelle: Clayton",Category Pending,-250.00,Posted
2025-02-03,"BLITZ PAINTBALL          DACONO       CO","BLITZ PAINTBALL          DACONO       CO",Category Pending,-92.86,Posted
2025-02-03,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2025-02-03,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.00,Posted
2025-02-03,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.00,Posted
2025-02-03,"MICROSOFT*ULTIMATE 1 MO  MSBILL.INFO  WA","MICROSOFT*ULTIMATE 1 MO  MSBILL.INFO  WA",Category Pending,-21.47,Posted
2025-01-31,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-80.00,Posted
2025-01-31,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-52.43,Posted
2025-01-31,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.00,Posted
2025-01-29,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.00,Posted
2025-01-29,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,745.27,Posted
2025-01-28,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-100.00,Posted
2025-01-28,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.80,Posted
2025-01-27,"Zelle: Clayton","Zelle: Clayton",Category Pending,-250.00,Posted
2025-01-27,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2025-01-27,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-62.45,Posted
2025-01-27,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.00,Posted
2025-01-27,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-20.00,Posted
2025-01-27,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2025-01-24,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-100.00,Posted
2025-01-23,"Zelle: Brenton","Zelle: Brenton",Category Pending,-25.00,Posted
2025-01-23,"TST* GOOD TIMES RESTAUR  THORNTON     CO","TST* GOOD TIMES RESTAUR  THORNTON     CO",Category Pending,-12.14,Posted
2025-01-22,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,815.98,Posted
2025-01-21,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-100.00,Posted
2025-01-21,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2025-01-21,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-58.44,Posted
2025-01-21,"AUTOZONE  6298           BROOMFILED   CO","AUTOZONE  6298           BROOMFILED   CO",Category Pending,-41.09,Posted
2025-01-21,"O'REILLY 6167            WESTMINSTER  CO","O'REILLY 6167            WESTMINSTER  CO",Category Pending,-40.13,Posted
2025-01-21,"KING SOOPERS # 0116      THORNTON     CO","KING SOOPERS # 0116      THORNTON     CO",Category Pending,-8.57,Posted
2025-01-17,"INTEREST PAID","INTEREST PAID",Category Pending,0.02,Posted
2025-01-16,"TST* GOOD TIMES RESTAUR  THORNTON     CO","TST* GOOD TIMES RESTAUR  THORNTON     CO",Category Pending,-17.77,Posted
2025-01-16,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-6.16,Posted
2025-01-15,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2025-01-15,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,654.78,Posted
2025-01-14,"SQ *RED STAR VAPOR-LONG  Longmont     CO","SQ *RED STAR VAPOR-LONG  Longmont     CO",Category Pending,-90.22,Posted
2025-01-14,"CIRCLE K # 41129         BROOMFIELD   CO","CIRCLE K # 41129         BROOMFIELD   CO",Category Pending,-70.08,Posted
2025-01-14,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-60.00,Posted
2025-01-14,"Amazon Prime*ZD79T68O1   Amzn.com/billWA","Amazon Prime*ZD79T68O1   Amzn.com/billWA",Category Pending,-7.97,Posted
2025-01-13,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2025-01-09,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-70.00,Posted
2025-01-09,"CAPITAL ONE      MOBILE PMT ***********SGPY","CAPITAL ONE      MOBILE PMT ***********SGPY",Category Pending,-50.00,Posted
2025-01-09,"AMAZON MKTPL*Z550I00N2   Amzn.com/billWA","AMAZON MKTPL*Z550I00N2   Amzn.com/billWA",Category Pending,-35.10,Posted
2025-01-09,"AMAZON MKTPL*ZP8YK9WR1   Amzn.com/billWA","AMAZON MKTPL*ZP8YK9WR1   Amzn.com/billWA",Category Pending,-19.04,Posted
2025-01-08,"AMAZON MKTPL*ZP13079X1   Amzn.com/billWA","AMAZON MKTPL*ZP13079X1   Amzn.com/billWA",Category Pending,-74.47,Posted
2025-01-08,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,697.43,Posted
2025-01-07,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2025-01-07,"Amazon.com*Z59G99O22     Amzn.com/billWA","Amazon.com*Z59G99O22     Amzn.com/billWA",Category Pending,-73.50,Posted
2025-01-07,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2025-01-06,"DEPOSIT@MOBILE","DEPOSIT@MOBILE",Category Pending,300.00,Posted
2025-01-02,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-60.00,Posted
2025-01-02,"AMAZON MKTPL*ZE1IB0KO1   Amzn.com/billWA","AMAZON MKTPL*ZE1IB0KO1   Amzn.com/billWA",Category Pending,-48.81,Posted
2025-01-02,"Microsoft*Ultimate 1 Mo  425-6816830  WA","Microsoft*Ultimate 1 Mo  425-6816830  WA",Category Pending,-21.47,Posted
2025-01-02,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,740.08,Posted
2024-12-31,"Amazon.com*ZP9DU5L10     Amzn.com/billWA","Amazon.com*ZP9DU5L10     Amzn.com/billWA",Category Pending,-532.28,Posted
2024-12-31,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
2024-12-30,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-100.00,Posted
2024-12-30,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-12-30,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-12-30,"Zelle: Debbie Edwards","Zelle: Debbie Edwards",Category Pending,250.00,Posted
2024-12-30,"Zelle: Debbie Edwards","Zelle: Debbie Edwards",Category Pending,200.00,Posted
2024-12-30,"VENMO            CASHOUT    ***********6173","VENMO            CASHOUT    ***********6173",Category Pending,60.00,Posted
2024-12-27,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-70.00,Posted
2024-12-27,"CREDIT FIRST NA  CFNA PYMT  ***********4592","CREDIT FIRST NA  CFNA PYMT  ***********4592",Category Pending,-64.67,Posted
2024-12-27,"CAPITAL ONE      MOBILE PMT ***********H0VA","CAPITAL ONE      MOBILE PMT ***********H0VA",Category Pending,-50.00,Posted
2024-12-27,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-40.00,Posted
2024-12-24,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2024-12-24,"Amazon.com*Z99OU0HA1     Amzn.com/billWA","Amazon.com*Z99OU0HA1     Amzn.com/billWA",Category Pending,-40.70,Posted
2024-12-24,"IN-N-OUT LOVELAND        LOVELAND     CO","IN-N-OUT LOVELAND        LOVELAND     CO",Category Pending,-17.04,Posted
2024-12-24,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,599.20,Posted
2024-12-23,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-12-23,"Amazon.com*Z92B24471     Amzn.com/billWA","Amazon.com*Z92B24471     Amzn.com/billWA",Category Pending,-31.88,Posted
2024-12-20,"INTEREST PAID","INTEREST PAID",Category Pending,0.01,Posted
2024-12-20,"AMAZON MKTPL*Z96AY4762   Amzn.com/billWA","AMAZON MKTPL*Z96AY4762   Amzn.com/billWA",Category Pending,-126.29,Posted
2024-12-20,"AMAZON MKTPL*Z15SB99K1   Amzn.com/billWA","AMAZON MKTPL*Z15SB99K1   Amzn.com/billWA",Category Pending,-28.37,Posted
2024-12-18,"AMAZON.COM               SEATTLE      WA","AMAZON.COM               SEATTLE      WA",Category Pending,-32.40,Posted
2024-12-18,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-12-18,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,832.45,Posted
2024-12-17,"CAPITAL ONE      MOBILE PMT ***********NT0M","CAPITAL ONE      MOBILE PMT ***********NT0M",Category Pending,-50.00,Posted
2024-12-17,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2024-12-16,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-100.00,Posted
2024-12-16,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-120.00,Posted
2024-12-16,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-12-16,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-27.20,Posted
2024-12-16,"DAIRY QUEEN #13255       BRIGHTON     CO","DAIRY QUEEN #13255       BRIGHTON     CO",Category Pending,-18.21,Posted
2024-12-16,"Amazon Prime*ZX0U27PN1   Amzn.com/billWA","Amazon Prime*ZX0U27PN1   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-12-16,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-6.16,Posted
2024-12-12,"DAIRY QUEEN #13255       BRIGHTON     CO","DAIRY QUEEN #13255       BRIGHTON     CO",Category Pending,-17.12,Posted
2024-12-12,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.92,Posted
2024-12-11,"Amazon.com*ZR0767DK1     Amzn.com/billWA","Amazon.com*ZR0767DK1     Amzn.com/billWA",Category Pending,-20.41,Posted
2024-12-11,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-12-11,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,796.87,Posted
2024-12-10,"CAPITAL ONE      MOBILE PMT ***********AEG6","CAPITAL ONE      MOBILE PMT ***********AEG6",Category Pending,-50.00,Posted
2024-12-10,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-50.00,Posted
2024-12-10,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-70.00,Posted
2024-12-10,"Amazon.com*ZX2T47GK2     Amzn.com/billWA","Amazon.com*ZX2T47GK2     Amzn.com/billWA",Category Pending,-18.37,Posted
2024-12-10,"NAPA STORE 3600011       BRIGHTON     CO","NAPA STORE 3600011       BRIGHTON     CO",Category Pending,-8.68,Posted
2024-12-09,"SB ATM 2                 DENVER       CO","SB ATM 2                 DENVER       CO",Category Pending,-93.30,Posted
2024-12-09,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-12-09,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-59.34,Posted
2024-12-09,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-28.38,Posted
2024-12-09,"TST* GOOD TIMES RESTAUR  THORNTON     CO","TST* GOOD TIMES RESTAUR  THORNTON     CO",Category Pending,-20.38,Posted
2024-12-09,"DAIRY QUEEN #13255       BRIGHTON     CO","DAIRY QUEEN #13255       BRIGHTON     CO",Category Pending,-18.10,Posted
2024-12-09,"Amazon.com*ZL01U6951     Amzn.com/billWA","Amazon.com*ZL01U6951     Amzn.com/billWA",Category Pending,-16.48,Posted
2024-12-09,"DAIRY QUEEN #13255       BRIGHTON     CO","DAIRY QUEEN #13255       BRIGHTON     CO",Category Pending,-16.46,Posted
2024-12-09,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-12-09,"Amazon.com*ZR4OE3T31     Amzn.com/billWA","Amazon.com*ZR4OE3T31     Amzn.com/billWA",Category Pending,-8.18,Posted
2024-12-09,"ATM REBATE","ATM REBATE",Category Pending,3.30,Posted
2024-12-06,"SPORT CLIPS - CO134 - H  FIRESTONE    CO","SPORT CLIPS - CO134 - H  FIRESTONE    CO",Category Pending,-39.00,Posted
2024-12-05,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-50.00,Posted
2024-12-05,"CO DRIVER SERVI EMV      DENVER       CO","CO DRIVER SERVI EMV      DENVER       CO",Category Pending,-32.33,Posted
2024-12-05,"DAIRY QUEEN #13255       BRIGHTON     CO","DAIRY QUEEN #13255       BRIGHTON     CO",Category Pending,-22.54,Posted
2024-12-04,"AMAZON MKTPL*ZL96Z60M1   Amzn.com/billWA","AMAZON MKTPL*ZL96Z60M1   Amzn.com/billWA",Category Pending,-43.89,Posted
2024-12-04,"DAIRY QUEEN #13255       BRIGHTON     CO","DAIRY QUEEN #13255       BRIGHTON     CO",Category Pending,-20.80,Posted
2024-12-04,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-15.24,Posted
2024-12-04,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,1049.63,Posted
2024-12-03,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2024-12-02,"AMAZON MKTPL*ZL8JK2NN2   Amzn.com/billWA","AMAZON MKTPL*ZL8JK2NN2   Amzn.com/billWA",Category Pending,-287.15,Posted
2024-12-02,"Zelle: Clayton","Zelle: Clayton",Category Pending,-250.00,Posted
2024-12-02,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-12-02,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-64.74,Posted
2024-12-02,"MICROSOFT*XBOX           MSBILL.INFO  WA","MICROSOFT*XBOX           MSBILL.INFO  WA",Category Pending,-21.47,Posted
2024-12-02,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-13.54,Posted
2024-11-29,"Space Station            Longmont     CO","Space Station            Longmont     CO",Category Pending,-103.00,Posted
2024-11-29,"SQ *RED STAR VAPOR-LONG  Longmont     CO","SQ *RED STAR VAPOR-LONG  Longmont     CO",Category Pending,-78.74,Posted
2024-11-29,"DD *DOORDASH DAIRYQUEE   WWW.DOORDASH.CA","DD *DOORDASH DAIRYQUEE   WWW.DOORDASH.CA",Category Pending,-33.64,Posted
2024-11-29,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-11-27,"AMAZON.COM               SEATTLE      WA","AMAZON.COM               SEATTLE      WA",Category Pending,-90.44,Posted
2024-11-27,"SAFEWAY FUEL1635         FEDERAL HEIGHCO","SAFEWAY FUEL1635         FEDERAL HEIGHCO",Category Pending,-59.09,Posted
2024-11-27,"THE HOME DEPOT #1548     BROOMFIELD   CO","THE HOME DEPOT #1548     BROOMFIELD   CO",Category Pending,-43.31,Posted
2024-11-27,"DAIRY QUEEN #13255       BRIGHTON     CO","DAIRY QUEEN #13255       BRIGHTON     CO",Category Pending,-15.17,Posted
2024-11-27,"TST* GOOD TIMES RESTAUR  THORNTON     CO","TST* GOOD TIMES RESTAUR  THORNTON     CO",Category Pending,-14.96,Posted
2024-11-27,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,882.92,Posted
2024-11-26,"O'REILLY 2809            FEDERAL HEIGHCO","O'REILLY 2809            FEDERAL HEIGHCO",Category Pending,-85.87,Posted
2024-11-26,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2024-11-26,"DD *DOORDASH DAIRYQUEE   WWW.DOORDASH.CA","DD *DOORDASH DAIRYQUEE   WWW.DOORDASH.CA",Category Pending,-38.07,Posted
2024-11-26,"AMAZON.COM               SEATTLE      WA","AMAZON.COM               SEATTLE      WA",Category Pending,-16.24,Posted
2024-11-26,"VENMO            CASHOUT    ***********3706","VENMO            CASHOUT    ***********3706",Category Pending,75.00,Posted
2024-11-25,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-11-25,"RAISING CANES 0489       THORNTON     CO","RAISING CANES 0489       THORNTON     CO",Category Pending,-37.22,Posted
2024-11-22,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-10.80,Posted
2024-11-21,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-35.01,Posted
2024-11-21,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-30.77,Posted
2024-11-21,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-20.00,Posted
